Timestamp,PID,Name,CPU (%),RAM (MB),RAM (%),Running Time 
2025-05-15T17:26:34+07:00,60782,OBS,50.90,639.78,3.90,8h26m26.247311s
2025-05-15T17:26:34+07:00,869,Code Helper (Renderer),2.45,668.36,4.08,22h17m5.035244s
2025-05-15T17:26:34+07:00,863,Electron,2.40,284.71,1.74,22h17m4.580188s
2025-05-15T17:26:34+07:00,59502,gopls,1.26,313.97,1.92,8h29m16.366086s
